,Route,Head.Length,SV.length,Total.Length,Tail.Girth,Neck.Girth,Chest.Girth,Weight,Sex,Deformities_Notes
3366,Lox_Marsh,23.8,86.8,174.5,31.1,NA,NA,13,F,None
3367,Lox_Marsh,17,59.7,120,23,NA,NA,4.7,F,None
3368,Lox_Marsh,28.7,106.2,209.8,36.8,NA,NA,25,F,None
3369,Lox_Marsh,20.8,73.8,150.1,27.9,NA,NA,9.3,F,None
3370,Lox_Marsh,22.5,77.6,161.5,30,NA,NA,11,F,None
3371,Lox_Marsh,29.5,108,212.5,36.5,NA,NA,26.5,F,None
3372,ENP-SS,36,127.9,249.5,48.1,NA,NA,43,M,None
3373,ENP-SS,28.7,111,219.4,42.6,NA,NA,27,M,None
3374,ENP-SS,27.9,104.2,204.4,42.3,NA,NA,25.5,F,None
3375,ENP-SS,25,93.2,183,33.7,NA,NA,15.2,F,None
3376,ENP-SS,24.1,88.9,177.4,37.5,NA,NA,15.4,F,None
3377,ENP-SS,22.3,86.9,168.4,34.3,NA,NA,14,F,None
3378,ENP-SS,32.3,116.6,225.7,45.9,NA,NA,31.5,M,None
3379,ENP-SS,29.5,107,211.5,44,NA,NA,27,M,None
3380,ENP-SS,20.9,76.8,152.9,29.2,NA,NA,9.2,F,None
3381,ENP-SS,36.8,130,256,55.9,NA,NA,56.5,M,None
3382,ENP-SS,22.1,83.2,164.8,32.4,NA,NA,12.2,M,None
3383,ENP-SS,35.9,129.2,257.6,51.3,NA,NA,48,M,None
3384,ENP-SS,27.8,105.2,211.1,33.5,NA,NA,20,F,None
3385,ENP-SS,28.1,107.1,203.2,43.4,NA,NA,30,F,Incomplete tail
3386,ENP-SS,22.8,86.9,172.8,29,NA,NA,11.9,F,None
3387,ENP-SS,29.5,109.3,215.3,38.5,NA,NA,25.5,F,None
3388,Lox_Marsh,31.6,116.4,232.2,43.9,NA,NA,33.5,F,None
3389,Lox_Marsh,40.5,138.1,275.6,50.9,NA,NA,51,M,None
3390,Lox_Marsh,22.5,81.1,161.8,33.4,NA,NA,11.5,F,None
3391,Lox_Marsh,27.4,99.2,203.3,40.4,NA,NA,23.5,F,None
3392,Lox_Marsh,27.1,96.6,193.1,38.1,NA,NA,19,M,None
3393,Lox_Marsh,31.8,109.2,216.5,36.8,NA,NA,24,F,None
3394,Lox_Marsh,25.5,94.5,185.5,37.5,NA,NA,17.5,M,None
3395,ENP-EST,35.8,135.6,261.5,48.6,NA,NA,47,M,None
3396,ENP-EST,37,130.6,258.1,55.3,NA,NA,59,M,None
3397,ENP-EST,33.5,122.6,241.2,43.9,NA,NA,35,M,None
3398,ENP-EST,29.5,106.7,213.6,40.5,NA,NA,27,F,None
3399,ENP-EST,35.6,129.5,248.4,51,NA,NA,45.5,M,None
3400,ENP-EST,32.5,113,216.8,49.1,NA,NA,34,M,None
3401,ENP-FC,23.9,86,170.7,33.5,NA,NA,13.2,F,None
3402,ENP-FC,24.1,86.9,177.6,32.5,NA,NA,14.8,F,None
3403,ENP-FC,29.1,104,203.7,42,NA,NA,25.5,M,None
3404,ENP-FC,29.9,108.9,210.6,41.2,NA,NA,27,M,None
3405,ENP-FC,23.1,82.8,168.3,33.6,NA,NA,12.2,F,None
3406,ENP-FC,20.6,76,150,27.1,NA,NA,8.2,F,None
3407,ENP-FC,19.6,70.3,139.6,27.6,NA,NA,6.5,M,Missing right rear leg
3408,ENP-FC,33.2,121.9,234.2,46.8,NA,NA,33,M,None
3409,ENP-FC,26.8,97.3,196.7,41.1,NA,NA,20,F,None
3410,ENP-FC,22.9,81.8,162.5,33.9,NA,NA,11.5,F,None
3411,ENP-FC,25.2,89.7,173.2,34.8,NA,NA,13.5,M,None
3412,ENP-FC,26.2,93,191.4,38.3,NA,NA,17.5,M,None
3413,ENP-FC,21.3,76.8,154.7,31,NA,NA,9.8,F,None
3414,ENP-FC,24.5,87.9,176.7,36.5,NA,NA,14.6,F,None
3415,ENP-FC,21.8,77,153.6,30,NA,NA,9.2,F,None
3416,ENP-FC,23.7,89.9,171.5,39.9,NA,NA,18,F,None
3417,ENP-EST,28.4,105.1,203.4,33.4,NA,NA,18.5,F,None
3418,ENP-EST,36,137.5,265,46.7,NA,NA,45,M,None
3419,ENP-EST,24.3,87.5,173.9,34.6,NA,NA,13.4,M,None
3420,ENP-EST,30.3,107.6,208.9,45,NA,NA,28,M,None
3421,BICY_Marsh,28.7,109.9,215.2,47.8,NA,NA,31.5,F,NA
3422,ENP-FC,27.4,105.4,204,46.1,NA,NA,28,F,NA
3423,ENP-SS,26.9,97.4,188,41.4,NA,NA,22,F,NA
3424,ENP-SS,28.5,105,206,45.5,NA,NA,29,F,NA
3425,ENP-SS,29.7,110.9,212.9,41.9,NA,NA,30,F,NA
3426,ENP-FC,27.9,108.5,211.2,42.7,NA,NA,32,F,NA
3427,ENP-SS,33.5,126.4,239,42.4,NA,NA,39.5,F,NA
3428,ENP-FC,27.1,102.9,196.3,38.8,NA,NA,24,F,NA
3429,ENP-SS,29.7,113.2,223.7,47.9,NA,NA,35.5,F,NA
3430,BICY_Marsh,27.1,102,201.3,42,NA,NA,24,F,NA
3431,ENP-FC,25.4,95.4,184.8,36.5,NA,NA,19.4,F,NA
3432,ENP-SS,29,106,206,36.9,NA,NA,23.5,F,NA
3433,ENP-FC,25.8,96.8,190.4,35.5,NA,NA,19.1,F,NA
3434,ENP-SS,28.5,106.8,208.2,41.4,NA,NA,25.5,F,NA
3435,ENP-SS,28,107.8,214.1,40.3,NA,NA,27,F,NA
3436,ENP-SS,29,106.6,212.3,41.5,NA,NA,32.5,F,NA
3437,ENP-SS,31.9,117.8,232.9,45.1,NA,NA,35.5,F,NA
3438,Lox_Marsh,23,81,163.3,33.2,NA,NA,13,F,Normal
3439,Lox_Marsh,25.8,95.3,191,35.5,NA,NA,18,F,N/A
3440,Lox_Marsh,22.5,80,155.5,NA,NA,NA,10.5,M,N/A
3441,Lox_Marsh,21,75.5,149.5,29.6,NA,NA,9.5,F,6th left double already missing
3442,Lox_Marsh,29.5,104.6,205,29,NA,NA,20,F,7th single is notched
3443,Lox_Marsh,29.5,106.5,215.3,37.5,NA,NA,23.5,F,other double scutes damaged: 9th right double
3444,Lox_Marsh,19,68.7,139.9,25.1,NA,NA,6.2,M,N/A
3445,Lox_Marsh,28,96.6,192.1,36.8,NA,NA,20.5,M,N/A
3446,Lox_Marsh,23.5,84.9,170.8,32.9,NA,NA,13.5,F,N/A
3447,Lox_Marsh,25,90,180,33,NA,NA,16.5,F,3rd single scute has notch
3448,Lox_Marsh,19.2,68.4,138.3,25,NA,NA,7,M,8th single has piece missing
3449,Lox_Marsh,23.5,85.6,175.1,32.5,NA,NA,13.5,F,11th single is notched
3450,Lox_Marsh,30,108.9,214.2,39.2,NA,NA,28,F,N/A
3451,Lox_Marsh,28.5,99.5,195.1,25.6,NA,NA,15,F,N/A
3452,Lox_Marsh,36.2,129.2,249.7,43.5,NA,NA,38.5,M,"1st single + 4th, 6th right double + 5th left double scutes damaged"
3453,ENP-SS,39.8,142.6,282.9,54,NA,NA,66,M,N/A
3454,ENP-SS,27,101,204.3,41.8,NA,NA,23.5,F,N/A
3455,ENP-SS,28.8,108.4,212.6,35.2,NA,NA,23,F,n/a
3456,ENP-SS,34.3,124.8,250.1,51.8,NA,NA,52,M,Incomplete tail
3457,ENP-SS,27.1,102.7,211.2,42.5,NA,NA,23.5,M,N/A
3458,ENP-SS,38.5,140.1,235.3,49,NA,NA,58,M,Incomplete tail
3459,ENP-SS,31.6,117.9,230,40.6,NA,NA,33,F,N/A
3460,ENP-SS,29.1,105.5,206.6,38.4,NA,NA,23,M,N/A
3461,ENP-FC,26.7,97.6,193.6,37.9,NA,NA,18.5,M,double right + double left five scutes missing  (DL5 + DR5)
3462,ENP-FC,23.8,90.1,180.9,36.6,NA,NA,17.6,F,N/A
3463,ENP-FC,25.7,96.2,192.2,36.4,NA,NA,17.8,F,N/A
3464,ENP-FC,28,100.2,197.3,39.6,NA,NA,22,F,N/A
3465,ENP-FC,28.4,103.3,205.5,39.8,NA,NA,21,M,N/A
3466,ENP-FC,28.9,105.6,207.2,42.2,NA,NA,24.5,M,N/A
3467,ENP-FC,30.8,113.3,222.8,45.3,NA,NA,31,M,N/A
3468,ENP-FC,33.4,120.5,238.1,42.4,NA,NA,32.5,M,N/A
3469,ENP-FC,27.6,98.6,198.8,30.6,NA,NA,16,F,N/A
3470,ENP-FC,34.7,129.3,259.1,54,NA,NA,45,M,N/A
3471,ENP-FC,40.1,152.4,286.6,57.4,NA,NA,70,M,N/A
3472,ENP-FC,25.1,91.6,183.6,34.1,NA,NA,15.2,F,N/A
3473,ENP-FC,32.8,122.2,237.3,45.2,NA,NA,39.5,M,"hole in tag, possible lost tag; also missing both 2nd and 3rd tip of fingers"
3474,ENP-FC,24.6,89.8,182.2,35.5,NA,NA,17.4,F,N/A
3475,ENP-FC,22.2,79.4,155.1,28,NA,NA,9.2,F,N/A
3476,ENP-SS,26.9,101.6,200,40.5,NA,NA,24,F,N/A
3477,ENP-SS,26.8,97.4,191.1,35.5,NA,NA,18,F,N/A
3478,ENP-SS,23.9,90.6,176.7,31.8,NA,NA,13.4,F,N/A
3479,ENP-SS,24.1,89.1,182.4,37.7,NA,NA,17.8,F,N/A
3480,ENP-SS,30.5,114.1,226.1,42.8,NA,NA,27,M,N/A
3481,ENP-SS,29.8,109.6,213.2,42.9,NA,NA,28,M,N/A
3482,ENP-SS,25.4,93,183.5,32.6,NA,NA,16,F,N/A
3483,BICY_Marsh,24.1,90.8,171,33.2,NA,NA,15,F,N/A
3484,BICY_Marsh,25,92.6,180.5,36.7,NA,NA,16.6,M,N/A
3485,BICY_Marsh,25.7,95,188.3,39.2,NA,NA,18.8,F,N/A
3486,BICY_Marsh,31.7,110.8,207.8,38.4,NA,NA,24,M,N/A
3487,BICY_Marsh,39.7,135.5,266.7,58.4,NA,NA,72,M,7S missing
3488,BICY_Marsh,40,125,255.1,53.4,NA,NA,60,M,Incomplete tail
3489,BICY_Marsh,38,132,264.4,56.1,NA,NA,62,M,N/A
3490,BICY_Marsh,26.5,99,200.9,39.9,NA,NA,22.5,F,N/A
3491,BICY_Marsh,35.7,128.3,254.6,46.1,NA,NA,52,M,N/A
3492,BICY_Marsh,17.8,63.7,126.7,23.5,NA,NA,4.6,F,N/A
3493,BICY_Marsh,32.8,116.1,236.1,50.6,NA,NA,38.5,M,N/A
3494,BICY_Marsh,28.7,102.2,200.9,40.9,NA,NA,22,M,N/A
3495,BICY_Marsh,27.4,96.8,184.6,38.1,NA,NA,18,M,"hole in weebing on right rear foot where tag could have been, possible recapture"
3496,BICY_Marsh,30.4,112.5,218.6,42.5,NA,NA,20.5,M,N/A
3497,BICY_Marsh,24.8,91.1,182.2,34.2,NA,NA,15.2,F,N/A
3498,ENP-EST,27.5,99.5,198.8,39.5,NA,NA,20.5,M,N/A
3499,ENP-EST,30.5,116.4,240.8,48.2,NA,NA,37,M,N/A
3500,ENP-EST,32.1,114.5,215.3,48,NA,NA,36,M,Incomplete tail
3501,ENP-EST,37.5,129.5,276.7,59.8,NA,NA,62,M,N/A
3502,ENP-EST,34.1,118,240,48,NA,NA,43,M,Missing front right foot; hole where web tag would be in right foot
3503,ENP-EST,27.8,103.2,208,44,NA,NA,31,M,eye membrane is cloudy
3504,ENP-EST,23.9,90,185,41.5,NA,NA,21.5,F,N/A
3505,ENP-EST,30.1,111.5,226,47,NA,NA,37,M,N/A
3506,ENP-EST,33.2,121.5,241,49.5,NA,NA,44,M,scars on top of jaw; scar on right rear leg
3507,ENP-EST,38.2,135.6,261.4,52.9,NA,NA,58,M,missing right foot & S-6 looks cut?
3508,ENP-EST,32.9,114.1,224.4,45.7,NA,NA,36,M,hole in web and S-16 looks cut
3509,ENP-EST,29.5,109,207.8,42.8,NA,NA,26,M,Broken jaw
3510,ENP-EST,29.1,109,223,44.5,NA,NA,32,M,web tag hole right rear foot; scute cut too
3511,ENP-EST,39.5,140.6,277,52.4,NA,NA,64,M,"S-1 looks cut? Possibly a bit skinny- not emaciated; a long gash/hole across jaw, a big dent possibly a bite wound that healed"
3512,ENP-EST,33.5,119.5,236.5,49.8,NA,NA,42.5,M,"has hole where web tag should be, S-5 cut? Possibly"
3513,ENP-EST,32.2,119.2,235.3,48.7,NA,NA,42,M,Missing single S-5 scute. S1 is half cut
3514,ENP-EST,34.2,119.8,212.6,42.7,NA,NA,34,M,Incomplete tail
3515,ENP-EST,27.6,98.4,190.6,39.7,NA,NA,19.2,M,NA
3516,ENP-EST,32.7,119.3,232.7,49.9,NA,NA,42,M,NA
3517,WCA3A-HD_Marsh,30.8,111,214,37.1,NA,NA,26,F,N/A
3518,ENP-EST,39.2,138.5,270.6,59.7,NA,NA,73,M,NA
3519,ENP-EST,30.6,112.4,221.1,43.1,NA,NA,32,M,NA
3520,Lox_Marsh,27,95,191.6,33.8,NA,NA,17,M,NA
3521,Lox_Marsh,22,80.7,162.6,31,NA,NA,12,F,NA
3522,Lox_Marsh,27.5,94.7,187,35.1,NA,NA,17,M,NA
3523,Lox_Marsh,24.5,85.3,171.2,30.1,NA,NA,12.5,F,NA
3524,Lox_Marsh,22,79.6,162.9,29.5,NA,NA,10.5,M,NA
3525,Lox_Marsh,16.7,58.4,109.1,21.5,NA,NA,5.1,F,Incomplete tail
3526,Lox_Marsh,29.5,105.4,212.1,30.4,NA,NA,20,F,NA
3527,Lox_Marsh,29.5,109.6,212,34.3,NA,NA,24.5,F,Towards skinny
3528,Lox_Marsh,16.6,56.8,116.5,21.5,NA,NA,3.25,F,NA
3529,Lox_Marsh,26.2,91.5,197.5,36,NA,NA,17,M,NA
3530,Lox_Marsh,21.2,75.7,147,27.9,NA,NA,9.15,M,NA
3531,Lox_Marsh,29,107.2,214.5,35.4,NA,NA,23,F,"Tail is not plump, neck is slightly sunken, some leeches"
3532,Lox_Marsh,20.6,71,150,28,NA,NA,8.8,F,Some leeches
3533,Lox_Marsh,27,96,196.7,34.5,NA,NA,18.5,F,N/A
3534,Lox_Marsh,26,94.5,185.5,33.8,NA,NA,15.5,F,Covered with leeches
3535,Lox_Marsh,26.3,94,186.1,31,NA,NA,16,F,"Missing front left leg, probably bitten off"
3536,Lox_Marsh,24,86.7,171.6,32,NA,NA,14,M,N/A
3537,ENP-EST,27.5,103.8,198.1,39.9,NA,NA,23,M,Right rear foot clubbed
3538,ENP-EST,32.2,121.2,245.4,53,NA,NA,49,M,Missing middle digit on front right foot
3539,ENP-EST,32,121.4,215,51.1,NA,NA,42.5,M,Incomplete tail
3540,ENP-EST,26.4,95.8,193.8,37.4,NA,NA,18,M,N/A
3541,ENP-EST,31.9,116.1,231.7,48.6,NA,NA,37,M,N/A
3542,ENP-EST,31.3,114.6,223.5,45,NA,NA,32,M,bite wounds on tail
3543,ENP-EST,22.5,82.6,164.4,35,NA,NA,12.75,F,N/A
3544,ENP-EST,26.6,100.1,196.5,41.8,NA,NA,25,M,N/A
3545,ENP-EST,29.1,104,214.8,44.6,NA,NA,26,M,N/A
3546,ENP-EST,24.9,93,186,37.1,NA,NA,16.8,M,N/A
3547,WCA3A-HD_Marsh,28.4,103,200.4,39.9,40.5,NA,24.5,F,N/A
3548,WCA3A-HD_Marsh,24.4,89.2,181,35.6,35.9,NA,14.5,F,N/A
3549,WCA3A-HD_Marsh,42.6,146,287.3,46.9,53.7,NA,49,M,Really skinny
3550,WCA3A-HD_Marsh,28.8,100.5,201.3,39.6,38.7,NA,13.2,F,broken tail?
3551,WCA3A-HD_Marsh,26.6,97.9,189.9,38.4,38.7,NA,12.4,F,N/A
3552,WCA3A-HD_Marsh,30.9,110.2,223.2,45,44.2,NA,32,F,N/A
3553,WCA3A-HD_Marsh,30.5,110.1,215.8,35.4,37.5,NA,21.5,F,Missing toes on FR foot
3554,WCA3A-HD_Marsh,30.9,109.9,211.1,45.5,44.1,NA,27,M,N/A
3555,WCA3A-HD_Marsh,40.8,140.3,275,37.4,41.7,NA,36,M,Really skinny
3556,ENP-FC,28.4,105.3,207.1,39.3,NA,NA,22,M,N/A
3557,ENP-FC,32.8,122.5,241.7,51,NA,NA,43,M,wounds on tail
3558,ENP-FC,36.7,131,256.1,53.4,NA,NA,50.4,M,N/A
3559,ENP-FC,22.8,84.2,166.2,30.6,NA,NA,12.2,M,N/A
3560,ENP-FC,28.1,105.1,207.4,40.7,NA,NA,23.5,M,N/A
3561,ENP-FC,37.8,136.4,273.6,62.6,NA,NA,69,M,N/A
3562,WCA3A-HD_Marsh,31.5,113.8,226,39.5,45.8,NA,28.5,F,missing middle digit on left rear foot
3563,WCA3A-HD_Marsh,22.7,82.1,163.3,33.9,35,NA,12,F,N/A
3564,WCA3A-HD_Marsh,33.3,119.1,239.1,50.1,50.4,NA,40.5,F,Broken jaw
3565,WCA3A-HD_Marsh,25.8,90.5,176.1,38,41.7,NA,16,F,N/A
3566,Lox_Marsh,20,72,146.6,28,NA,NA,7.5,F,N/A
3567,Lox_Marsh,22.5,81.6,164.3,30.7,NA,NA,11.5,F,N/A
3568,Lox_Marsh,22.8,82.9,165.2,34.4,NA,NA,12.5,F,N/A
3569,Lox_Marsh,29.9,104.9,209.5,41.3,NA,NA,23,M,N/A
3570,Lox_Marsh,24.2,87,176.6,34.2,NA,NA,14,F,N/A
3571,Lox_Marsh,17.8,64.3,127.3,25.1,NA,NA,4.8,M,N/A
3572,ENP-FC,34.2,122.6,244.6,48.5,NA,NA,41,M,bite marks on left rear leg
3573,ENP-FC,28.9,107.3,207.4,44.4,NA,NA,28,M,N/A
3574,ENP-FC,27.8,101,203.5,35.2,NA,NA,19,M,N/A
3575,ENP-FC,23.6,82.6,169.1,31.1,NA,NA,11.2,F,N/A
3576,ENP-FC,34.4,122.7,240.9,53.5,NA,NA,47,M,Scar on left dorsal surface
3577,ENP-FC,21.6,81.2,162.3,26.4,NA,NA,10.5,F,N/A
3578,ENP-FC,24.5,89.3,177.2,34.8,NA,NA,15.6,M,N/A
3579,ENP-FC,22.5,85.4,171.3,32.7,NA,NA,12,M,N/A
3580,ENP-FC,27.7,104,209,41,NA,NA,21.5,M,N/A
3581,WCA3A-HD_Marsh,25.7,100.1,199.5,37.7,NA,NA,18.5,F,N/A
3582,WCA3A-HD_Marsh,20.2,70.8,140,26.4,NA,NA,6.5,M,N/A
3583,ENP-SS,26.5,98.5,195.1,39.8,NA,NA,21,F,N/A
3584,ENP-SS,26.2,95.1,190.5,34.2,NA,NA,17.6,F,N/A
3585,ENP-SS,27.7,105.8,215.7,35.4,NA,NA,21.5,F,N/A
3586,ENP-SS,22.1,83.1,165.1,31.9,NA,NA,11.4,F,N/A
3587,ENP-SS,26.4,97.5,195.6,35.4,NA,NA,17.25,F,N/A
3588,ENP-SS,26.5,100.9,201,36.8,NA,NA,20.5,F,N/A
3589,ENP-SS,35.2,129.5,237.5,52.5,NA,NA,49,M,Incomplete tail
3590,ENP-SS,35,125,244.9,49.9,NA,NA,42,M,N/A
3591,ENP-SS,26.5,96.1,193,27.2,NA,NA,13.2,F,N/A
3592,ENP-SS,29.3,106,214.5,41.5,NA,NA,26,F,N/A
3593,ENP-SS,24.7,92.3,186.5,36.2,NA,NA,17.2,F,N/A
3594,ENP-SS,29.2,107.6,208.8,43.1,NA,NA,25,F,N/A
3595,ENP-SS,29.4,106.5,212.3,42.1,NA,NA,25.4,F,N/A
3596,ENP-SS,30.1,117,224.5,50.4,NA,NA,42,F,NA
3597,ENP-SS,30,110.9,212.7,49.4,NA,NA,31.1,F,NA
3598,ENP-SS,27.4,102.4,196.4,36,NA,NA,21.5,F,NA
3599,ENP-SS,29.5,118.7,222.5,42.2,NA,NA,35.1,F,NA
3600,ENP-SS,30.7,114.6,216.9,40.5,NA,NA,31.5,F,NA
3601,ENP-SS,29.5,109.1,201,36.4,NA,NA,24,F,NA
3602,ENP-SS,28.4,103.2,203.5,37.4,NA,NA,21.5,F,NA
3603,ENP-FC,27,104.4,206.7,39.4,NA,NA,24.5,F,NA
3604,ENP-SS,26.6,104.9,197,45.1,NA,NA,29.5,F,NA
3605,ENP-SS,22.8,82.3,170.9,29.7,NA,NA,10.75,F,ND
3606,ENP-SS,24.5,92.4,184.4,33.1,NA,NA,15,F,ND
3607,ENP-SS,29.8,112.3,216.5,43,NA,NA,29,F,ND
3608,ENP-SS,26.4,95.8,194.6,38,NA,NA,19.5,F,ND
3609,ENP-FC,39,139.5,266.2,49.7,NA,NA,55,M,ND
3610,ENP-FC,26.4,94.6,185.9,37.6,NA,NA,17.4,F,ND
3611,ENP-FC,25.5,95.7,191,35.2,NA,NA,17,F,S-7 missing
3612,ENP-FC,40.1,145.7,294.9,63,NA,NA,80,M,battle wounds on head and tail
3613,ENP-FC,30,107.5,202.6,37,NA,NA,25.5,F,ND
3614,ENP-FC,26.4,94.5,186.5,35.7,NA,NA,20.25,F,ND
3615,ENP-FC,24.5,90.5,181.7,33.5,NA,NA,15,F,ND
3616,ENP-FC,38.2,139.4,274.3,56.7,NA,NA,62,M,ND
3617,ENP-EST,32.9,119.5,236,46.5,NA,NA,37,M,has a hole on right rear leg were tag should be. Scar on top of mouth
3618,ENP-EST,35.4,132.3,259.9,53.5,NA,NA,52,M,has hole in web tag
3619,ENP-EST,35.3,126.5,249.5,36.8,NA,NA,37,M,ND
3620,ENP-EST,23.1,87,176.5,34.9,NA,NA,13.7,F,ND
3621,ENP-EST,32.8,119.9,243.5,48.3,NA,NA,35,M,ND
3622,ENP-EST,32.3,NA,227.5,44.8,NA,NA,35,M,hole in foot but no tag
3623,ENP-EST,34.5,125,250.3,53,NA,NA,51,M,ND
3624,ENP-EST,25.6,95.2,188.5,34.5,NA,NA,15.8,M,Missing past knee (old injury and healed)
3625,ENP-EST,33.4,125,247.5,51.5,NA,NA,46,M,ND
3626,ENP-EST,30.3,111.1,216.4,42.3,NA,NA,30,M,single 3 half torn off
3627,WCA3A-HD_Marsh,16.8,60.1,123.6,22.4,NA,NA,4.2,F,ND
3628,WCA3A-HD_Marsh,40.2,136.6,266.6,43.4,NA,NA,47,M,ND
3629,ENP-SS,43.3,155.6,303.5,56,NA,NA,73,M,NA
3630,ENP-SS,37.5,139.6,270.7,55.2,NA,NA,56.8,M,ND
3631,ENP-SS,26.8,100.7,196.5,34.8,NA,NA,17,F,ND
3632,ENP-SS,42.2,150.9,304.1,57.4,NA,NA,72,M,front left foot missing
3633,ENP-SS,28.9,108.4,218.6,43.8,NA,NA,25.8,F,Incomplete tail
3634,ENP-SS,31.2,112.2,226.5,42.4,NA,NA,31,F,ND
3635,ENP-FC,24.2,89.4,178.6,33.2,NA,NA,15,F,ND
3636,ENP-FC,28,102.4,204.5,39,NA,NA,20.15,F,ND
3637,ENP-SS,36.4,134.3,274.4,49,NA,NA,47,M,ND
3638,ENP-SS,25.9,95.7,186.7,35.6,NA,NA,18.8,F,hole in top of snout
3639,ENP-SS,28.9,110,205.5,39.1,NA,NA,24.5,F,Incomplete tail
3640,ENP-FC,25.7,95.4,189,37,NA,NA,17.5,M,ND
3641,BICY_Marsh,36.2,127,255,49.8,NA,NA,42,M,ND
3642,BICY_Marsh,38,136.1,268.9,56.4,NA,NA,57,M,ND
3643,BICY_Marsh,32,111.4,212.3,43,NA,NA,29,M,ND
3644,BICY_Marsh,39,135,258.2,53.1,NA,NA,58.2,M,ND
3645,BICY_Marsh,27.3,102,196.5,41.2,NA,NA,24,F,ND
3646,BICY_Marsh,28,105.8,209.1,38.4,NA,NA,22,M,ND
3647,BICY_Marsh,32.4,116,222.3,41.2,NA,NA,28,M,ND
3648,BICY_Marsh,30.3,106.8,210,40,NA,NA,24.5,M,ND
3649,BICY_Marsh,23.7,90,176.6,34.3,NA,NA,15,M,ND
3650,BICY_Marsh,30.4,115,229,41.9,NA,NA,27,M,ND
3651,BICY_Marsh,26.2,97.6,199.6,39.4,NA,NA,22,M,missing top part of snout
3652,BICY_Marsh,33.2,120,237.1,46,NA,NA,35.5,M,ND
3653,BICY_Marsh,33.8,120.4,231.1,47.3,NA,NA,35,M,ND
3654,BICY_Marsh,27.8,98.9,196.3,38.1,NA,NA,20,M,ND
3655,BICY_Marsh,25.5,92.9,187.9,34.4,NA,NA,15.4,F,broken jaw
3656,BICY_Marsh,27.2,109.2,201.1,39,NA,NA,19.6,M,singles 8&9 missing- old wound
3657,ENP-EST,36,130.8,255.7,57.5,NA,NA,57.4,M,"Small injuries on front, left leg.  Gashes on osteoderms"
3658,ENP-EST,29.4,111.5,218,44.8,NA,NA,30.5,M,None
3659,ENP-EST,28.8,104.6,201.3,40,NA,NA,26,M,None
3660,ENP-EST,36.3,135.3,266.1,35.3,NA,NA,34,M,Extremely emaciated
3661,ENP-EST,28.2,104,205.1,43.5,NA,NA,23,F,None
3662,ENP-FC,22.9,84.4,167.6,31.9,NA,NA,12.5,F,None
3663,ENP-FC,27,97.8,190.5,36.1,NA,NA,17,F,None
3664,ENP-FC,36.5,131,264,54,NA,NA,52,M,None
3665,ENP-FC,23.6,88.8,182,35,NA,NA,15,F,None
3666,ENP-SS,26.1,102.2,199,36.6,NA,NA,20.5,F,Incomplete tail
3667,ENP-SS,25.8,94.7,189.8,35.9,NA,NA,16.6,M,None
3668,Lox_Marsh,29.3,102.3,199.1,34.6,NA,NA,17.4,M,ND
3669,Lox_Marsh,29.4,107.4,207.2,35,NA,NA,20.5,F,ND
3670,Lox_Marsh,26.7,97.1,190.3,34.6,NA,NA,17.2,F,ND
3671,Lox_Marsh,25.1,90.2,176.1,34.1,NA,NA,13.8,M,1st single fused
3672,Lox_Marsh,24.6,89.6,173.2,32.1,NA,NA,13.6,F,ND
3673,Lox_Marsh,24.4,86,178,35.9,NA,NA,16,F,ND
3674,Lox_Marsh,19.5,69.5,141.2,25.8,NA,NA,NA,F,ND
3675,Lox_Marsh,28.7,100.4,188.9,38,NA,NA,21,M,ND
3676,Lox_Marsh,31,111.4,220.2,29.7,NA,NA,18.6,F,ND
3677,Lox_Marsh,27.9,101.8,197.5,32.6,NA,NA,18,F,ND
3678,Lox_Marsh,29.4,112.5,226.7,26.5,NA,NA,15.8,F,"Extremely emaciated, thick layers of algae on gator"
3679,Lox_Marsh,22.8,81.5,161.3,31.9,NA,NA,10.8,M,ND
3680,Lox_Marsh,22.3,84.8,166,32.3,NA,NA,12.2,F,Hole in webbing in right rear foot
3681,Lox_Marsh,20,70.4,139.1,26,NA,NA,6.3,F,ND
3682,Lox_Marsh,23.9,84.9,170.1,34.9,NA,NA,12.5,F,"Stick lodged in abdomen near left, rear leg.  Looks slighlty infected."
3683,Lox_Marsh,27.8,101.6,206.3,37.7,NA,NA,25,F,None
3684,BICY_Marsh,27.8,99.6,198.2,39.8,NA,NA,20.5,M,Single 8 and 9 missing
3685,BICY_Marsh,22.5,80.8,158.2,31.8,NA,NA,10.5,M,None
3686,BICY_Marsh,26.9,95.9,198.6,38.8,NA,NA,20,F,scar on top jaw
3687,BICY_Marsh,25.1,93.5,184.5,35,NA,NA,14.5,M,None
3688,BICY_Marsh,32.6,114.3,221.3,45.1,NA,NA,32,M,None
3689,BICY_Marsh,30.2,110,208.2,42.5,NA,NA,25,M,None
3690,BICY_Marsh,45.6,160.8,318,59.1,NA,NA,NA,M,None
3691,BICY_Marsh,30.9,109.1,212.5,43.3,NA,NA,26.5,M,None
3692,BICY_Marsh,24.1,90.4,181,35.4,NA,NA,15.2,F,None
3693,BICY_Marsh,26.6,98.4,191.9,35.5,NA,NA,18,M,Right rear leg broken and healed
3694,BICY_Marsh,33.2,117.2,218.6,47.8,NA,NA,37.5,M,Incomplete tail
3695,BICY_Marsh,30,109.4,217.2,41.4,NA,NA,25.5,M,None
3696,BICY_Marsh,33.5,123.5,243.8,42.4,NA,NA,35.5,M,None
